====================================================================
MOLS L3 Search  — is N(10) ≥ 3?
strategy    : adaptive

trial= 103  strategy=sa_triple_pt  budget=54s  best_ct_ever=2
  sa_triple_pt: best_clashes=31  sa_frontier=31  swaps=12  ils_kicks=6  best_ct_seen=0  elapsed=54.1s

  ct=2 (0<ct<10): injecting intercalate variants of tv_21

  Progress: trials=103  elapsed=1.77h  pool_size=352  best_ct_ever=2  sa3_best_clashes=31  N(10)≥3 not found yet

trial= 104  strategy=sa_triple_pt  budget=54s  best_ct_ever=2
  sa_triple_pt: best_clashes=31  sa_frontier=31  swaps=9  ils_kicks=6  best_ct_seen=0  elapsed=54.1s

  ct=2 (0<ct<10): injecting intercalate variants of tv_21

  Progress: trials=104  elapsed=1.79h  pool_size=352  best_ct_ever=2  sa3_best_clashes=31  N(10)≥3 not found yet

trial= 105  strategy=sa_triple_pt  budget=54s  best_ct_ever=2
